candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Jefferson,Cannonsburg,195
Donald J. Trump,President,,R,Jefferson,Cannonsburg,16
Don Blankenship,President,,AC,Jefferson,Cannonsburg,1
Brian Carroll,President,,AS,Jefferson,Cannonsburg,1
Phil Collins,President,,IND,Jefferson,Cannonsburg,0
Howie Hawkins,President,,G,Jefferson,Cannonsburg,1
Jo Jorgensen,President,,L,Jefferson,Cannonsburg,0
Brock Pierce,President,,IND,Jefferson,Cannonsburg,0
Kanye West,President,,IND,Jefferson,Cannonsburg,0
Mike Espy,U.S. Senate,,D,Jefferson,Cannonsburg,192
Cindy Hyde-Smith,U.S. Senate,,R,Jefferson,Cannonsburg,17
Jimmy L Edwards,U.S. Senate,,L,Jefferson,Cannonsburg,1
Brian Flowers,U.S. House,2,R,Jefferson,Cannonsburg,22
Bennie G. Thompson,U.S. House,2,D,Jefferson,Cannonsburg,184
Joseph R. Biden,President,,D,Jefferson,Church Hill,65
Donald J. Trump,President,,R,Jefferson,Church Hill,101
Don Blankenship,President,,AC,Jefferson,Church Hill,0
Brian Carroll,President,,AS,Jefferson,Church Hill,0
Phil Collins,President,,IND,Jefferson,Church Hill,0
Howie Hawkins,President,,G,Jefferson,Church Hill,0
Jo Jorgensen,President,,L,Jefferson,Church Hill,0
Brock Pierce,President,,IND,Jefferson,Church Hill,0
Kanye West,President,,IND,Jefferson,Church Hill,1
Mike Espy,U.S. Senate,,D,Jefferson,Church Hill,63
Cindy Hyde-Smith,U.S. Senate,,R,Jefferson,Church Hill,101
Jimmy L Edwards,U.S. Senate,,L,Jefferson,Church Hill,0
Brian Flowers,U.S. House,2,R,Jefferson,Church Hill,85
Bennie G. Thompson,U.S. House,2,D,Jefferson,Church Hill,71
Joseph R. Biden,President,,D,Jefferson,City Hall,462
Donald J. Trump,President,,R,Jefferson,City Hall,21
Don Blankenship,President,,AC,Jefferson,City Hall,1
Brian Carroll,President,,AS,Jefferson,City Hall,0
Phil Collins,President,,IND,Jefferson,City Hall,0
Howie Hawkins,President,,G,Jefferson,City Hall,0
Jo Jorgensen,President,,L,Jefferson,City Hall,2
Brock Pierce,President,,IND,Jefferson,City Hall,0
Kanye West,President,,IND,Jefferson,City Hall,2
Mike Espy,U.S. Senate,,D,Jefferson,City Hall,473
Cindy Hyde-Smith,U.S. Senate,,R,Jefferson,City Hall,13
Jimmy L Edwards,U.S. Senate,,L,Jefferson,City Hall,3
Brian Flowers,U.S. House,2,R,Jefferson,City Hall,18
Bennie G. Thompson,U.S. House,2,D,Jefferson,City Hall,466
Joseph R. Biden,President,,D,Jefferson,Community Garden Center,377
Donald J. Trump,President,,R,Jefferson,Community Garden Center,51
Don Blankenship,President,,AC,Jefferson,Community Garden Center,1
Brian Carroll,President,,AS,Jefferson,Community Garden Center,1
Phil Collins,President,,IND,Jefferson,Community Garden Center,0
Howie Hawkins,President,,G,Jefferson,Community Garden Center,2
Jo Jorgensen,President,,L,Jefferson,Community Garden Center,0
Brock Pierce,President,,IND,Jefferson,Community Garden Center,0
Kanye West,President,,IND,Jefferson,Community Garden Center,4
Mike Espy,U.S. Senate,,D,Jefferson,Community Garden Center,391
Cindy Hyde-Smith,U.S. Senate,,R,Jefferson,Community Garden Center,46
Jimmy L Edwards,U.S. Senate,,L,Jefferson,Community Garden Center,2
Brian Flowers,U.S. House,2,R,Jefferson,Community Garden Center,49
Bennie G. Thompson,U.S. House,2,D,Jefferson,Community Garden Center,378
Joseph R. Biden,President,,D,Jefferson,Harriston,193
Donald J. Trump,President,,R,Jefferson,Harriston,19
Don Blankenship,President,,AC,Jefferson,Harriston,1
Brian Carroll,President,,AS,Jefferson,Harriston,0
Phil Collins,President,,IND,Jefferson,Harriston,0
