county,precinct,office,district,candidate,party,votes
Franklin,Antioch,Governor,,Phil Bryant,Republican,149
Franklin,Bad Bayou,Governor,,Phil Bryant,Republican,238
Franklin,Bude,Governor,,Phil Bryant,Republican,226
Franklin,Cains,Governor,,Phil Bryant,Republican,138
Franklin,Eddiceton,Governor,,Phil Bryant,Republican,225
Franklin,Hamburg,Governor,,Phil Bryant,Republican,48
Franklin,Knoxville,Governor,,Phil Bryant,Republican,70
Franklin,Linden,Governor,,Phil Bryant,Republican,118
Franklin,McCall,Governor,,Phil Bryant,Republican,187
Franklin,Meadville,Governor,,Phil Bryant,Republican,237
Franklin,Pine Grove,Governor,,Phil Bryant,Republican,88
Franklin,Roxie,Governor,,Phil Bryant,Republican,119
Franklin,Wesley Chapel,Governor,,Phil Bryant,Republican,39
Franklin,Whittington,Governor,,Phil Bryant,Republican,171
Franklin,,Governor,,Phil Bryant,Republican,2053
Franklin,Antioch,Governor,,Robert Gray,Democrat,104
Franklin,Bad Bayou,Governor,,Robert Gray,Democrat,8
Franklin,Bude,Governor,,Robert Gray,Democrat,283
Franklin,Cains,Governor,,Robert Gray,Democrat,37
Franklin,Eddiceton,Governor,,Robert Gray,Democrat,23
Franklin,Hamburg,Governor,,Robert Gray,Democrat,113
Franklin,Knoxville,Governor,,Robert Gray,Democrat,61
Franklin,Linden,Governor,,Robert Gray,Democrat,14
Franklin,McCall,Governor,,Robert Gray,Democrat,36
Franklin,Meadville,Governor,,Robert Gray,Democrat,49
Franklin,Pine Grove,Governor,,Robert Gray,Democrat,3
Franklin,Roxie,Governor,,Robert Gray,Democrat,201
Franklin,Wesley Chapel,Governor,,Robert Gray,Democrat,43
Franklin,Whittington,Governor,,Robert Gray,Democrat,21
Franklin,,Governor,,Robert Gray,Democrat,996
Franklin,Antioch,Governor,,Shawn O'Hara,Reform,2
Franklin,Bad Bayou,Governor,,Shawn O'Hara,Reform,0
Franklin,Bude,Governor,,Shawn O'Hara,Reform,9
Franklin,Cains,Governor,,Shawn O'Hara,Reform,2
Franklin,Eddiceton,Governor,,Shawn O'Hara,Reform,2
Franklin,Hamburg,Governor,,Shawn O'Hara,Reform,5
Franklin,Knoxville,Governor,,Shawn O'Hara,Reform,1
Franklin,Linden,Governor,,Shawn O'Hara,Reform,1
Franklin,McCall,Governor,,Shawn O'Hara,Reform,4
Franklin,Meadville,Governor,,Shawn O'Hara,Reform,4
Franklin,Pine Grove,Governor,,Shawn O'Hara,Reform,1
Franklin,Roxie,Governor,,Shawn O'Hara,Reform,4
Franklin,Wesley Chapel,Governor,,Shawn O'Hara,Reform,5
Franklin,Whittington,Governor,,Shawn O'Hara,Reform,0
Franklin,,Governor,,Shawn O'Hara,Reform,40
Franklin,Antioch,Lieutenant Governor,,Tim Johnson,Democrat,115
Franklin,Bad Bayou,Lieutenant Governor,,Tim Johnson,Democrat,14
Franklin,Bude,Lieutenant Governor,,Tim Johnson,Democrat,289
Franklin,Cains,Lieutenant Governor,,Tim Johnson,Democrat,38
Franklin,Eddiceton,Lieutenant Governor,,Tim Johnson,Democrat,34
Franklin,Hamburg,Lieutenant Governor,,Tim Johnson,Democrat,113
Franklin,Knoxville,Lieutenant Governor,,Tim Johnson,Democrat,62
Franklin,Linden,Lieutenant Governor,,Tim Johnson,Democrat,19
Franklin,McCall,Lieutenant Governor,,Tim Johnson,Democrat,37
Franklin,Meadville,Lieutenant Governor,,Tim Johnson,Democrat,57
Franklin,Pine Grove,Lieutenant Governor,,Tim Johnson,Democrat,4
Franklin,Roxie,Lieutenant Governor,,Tim Johnson,Democrat,206
Franklin,Wesley Chapel,Lieutenant Governor,,Tim Johnson,Democrat,52
Franklin,Whittington,Lieutenant Governor,,Tim Johnson,Democrat,25
Franklin,,Lieutenant Governor,,Tim Johnson,Democrat,1067
Franklin,Antioch,Lieutenant Governor,,Tate Reeves,Republican,128
Franklin,Bad Bayou,Lieutenant Governor,,Tate Reeves,Republican,224
Franklin,Bude,Lieutenant Governor,,Tate Reeves,Republican,205
Franklin,Cains,Lieutenant Governor,,Tate Reeves,Republican,129
Franklin,Eddiceton,Lieutenant Governor,,Tate Reeves,Republican,211
Franklin,Hamburg,Lieutenant Governor,,Tate Reeves,Republican,36
Franklin,Knoxville,Lieutenant Governor,,Tate Reeves,Republican,63
Franklin,Linden,Lieutenant Governor,,Tate Reeves,Republican,110
Franklin,McCall,Lieutenant Governor,,Tate Reeves,Republican,177
Franklin,Meadville,Lieutenant Governor,,Tate Reeves,Republican,225
Franklin,Pine Grove,Lieutenant Governor,,Tate Reeves,Republican,81
Franklin,Roxie,Lieutenant Governor,,Tate Reeves,Republican,102
Franklin,Wesley Chapel,Lieutenant Governor,,Tate Reeves,Republican,35
Franklin,Whittington,Lieutenant Governor,,Tate Reeves,Republican,155
Franklin,,Lieutenant Governor,,Tate Reeves,Republican,1881
Franklin,Antioch,Lieutenant Governor,,Ron Williams,Libertarian,4
Franklin,Bad Bayou,Lieutenant Governor,,Ron Williams,Libertarian,6
Franklin,Bude,Lieutenant Governor,,Ron Williams,Libertarian,12
Franklin,Cains,Lieutenant Governor,,Ron Williams,Libertarian,1
Franklin,Eddiceton,Lieutenant Governor,,Ron Williams,Libertarian,4
Franklin,Hamburg,Lieutenant Governor,,Ron Williams,Libertarian,6
Franklin,Knoxville,Lieutenant Governor,,Ron Williams,Libertarian,2
Franklin,Linden,Lieutenant Governor,,Ron Williams,Libertarian,1
Franklin,McCall,Lieutenant Governor,,Ron Williams,Libertarian,4
Franklin,Meadville,Lieutenant Governor,,Ron Williams,Libertarian,6
Franklin,Pine Grove,Lieutenant Governor,,Ron Williams,Libertarian,2
Franklin,Roxie,Lieutenant Governor,,Ron Williams,Libertarian,5
Franklin,Wesley Chapel,Lieutenant Governor,,Ron Williams,Libertarian,0
Franklin,Whittington,Lieutenant Governor,,Ron Williams,Libertarian,5
Franklin,,Lieutenant Governor,,Ron Williams,Libertarian,58
Franklin,Antioch,Lieutenant Governor,,Rosa B. Williams,Reform,2
Franklin,Bad Bayou,Lieutenant Governor,,Rosa B. Williams,Reform,0
Franklin,Bude,Lieutenant Governor,,Rosa B. Williams,Reform,5
Franklin,Cains,Lieutenant Governor,,Rosa B. Williams,Reform,3
Franklin,Eddiceton,Lieutenant Governor,,Rosa B. Williams,Reform,2
Franklin,Hamburg,Lieutenant Governor,,Rosa B. Williams,Reform,5
Franklin,Knoxville,Lieutenant Governor,,Rosa B. Williams,Reform,3
Franklin,Linden,Lieutenant Governor,,Rosa B. Williams,Reform,1
Franklin,McCall,Lieutenant Governor,,Rosa B. Williams,Reform,5
Franklin,Meadville,Lieutenant Governor,,Rosa B. Williams,Reform,1
