candidate,office,district,party,county,precinct,votes,winner
Hillary Clinton,President,,Democrat,Adams,"Dist. 1, Bellemont",442,
Donald J. Trump,President,,Republican,Adams,"Dist. 1, Bellemont",1090,
Darrell Castle,President,,Constitution,Adams,"Dist. 1, Bellemont",6,
Rocky' Roque De La Fuente,President,,American Delta,Adams,"Dist. 1, Bellemont",1,
Jim Hedges,President,,Prohibition,Adams,"Dist. 1, Bellemont",1,
Gary Johnson,President,,Libertarian,Adams,"Dist. 1, Bellemont",20,
Jill Stein,President,,Green,Adams,"Dist. 1, Bellemont",4,
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 1, Bellemont",1109,
Dennis C. Quinn,U.S. House,3,Democrat,Adams,"Dist. 1, Bellemont",343,
Roger I. Gerrard,U.S. House,3,Veterans,Adams,"Dist. 1, Bellemont",52,
Lajena Sheets,U.S. House,3,Reform,Adams,"Dist. 1, Bellemont",10,
Hillary Clinton,President,,Democrat,Adams,"Dist. 1, By-Pass Fire",504,
Donald J. Trump,President,,Republican,Adams,"Dist. 1, By-Pass Fire",241,
Darrell Castle,President,,Constitution,Adams,"Dist. 1, By-Pass Fire",2,
Rocky' Roque De La Fuente,President,,American Delta,Adams,"Dist. 1, By-Pass Fire",3,
Jim Hedges,President,,Prohibition,Adams,"Dist. 1, By-Pass Fire",2,
Gary Johnson,President,,Libertarian,Adams,"Dist. 1, By-Pass Fire",4,
Jill Stein,President,,Green,Adams,"Dist. 1, By-Pass Fire",1,
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 1, By-Pass Fire",257,
Dennis C. Quinn,U.S. House,3,Democrat,Adams,"Dist. 1, By-Pass Fire",423,
Roger I. Gerrard,U.S. House,3,Veterans,Adams,"Dist. 1, By-Pass Fire",23,
Lajena Sheets,U.S. House,3,Reform,Adams,"Dist. 1, By-Pass Fire",8,
Hillary Clinton,President,,Democrat,Adams,"Dist. 1, Courthouse",171,
Donald J. Trump,President,,Republican,Adams,"Dist. 1, Courthouse",402,
Darrell Castle,President,,Constitution,Adams,"Dist. 1, Courthouse",1,
Rocky' Roque De La Fuente,President,,American Delta,Adams,"Dist. 1, Courthouse",0,
Jim Hedges,President,,Prohibition,Adams,"Dist. 1, Courthouse",0,
Gary Johnson,President,,Libertarian,Adams,"Dist. 1, Courthouse",18,
Jill Stein,President,,Green,Adams,"Dist. 1, Courthouse",2,
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 1, Courthouse",439,
Dennis C. Quinn,U.S. House,3,Democrat,Adams,"Dist. 1, Courthouse",118,
Roger I. Gerrard,U.S. House,3,Veterans,Adams,"Dist. 1, Courthouse",10,
Lajena Sheets,U.S. House,3,Reform,Adams,"Dist. 1, Courthouse",5,
Hillary Clinton,President,,Democrat,Adams,"Dist. 2, Beau Pre",285,
Donald J. Trump,President,,Republican,Adams,"Dist. 2, Beau Pre",468,
Darrell Castle,President,,Constitution,Adams,"Dist. 2, Beau Pre",3,
Rocky' Roque De La Fuente,President,,American Delta,Adams,"Dist. 2, Beau Pre",0,
Jim Hedges,President,,Prohibition,Adams,"Dist. 2, Beau Pre",0,
Gary Johnson,President,,Libertarian,Adams,"Dist. 2, Beau Pre",9,
Jill Stein,President,,Green,Adams,"Dist. 2, Beau Pre",1,
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 2, Beau Pre",483,
Dennis C. Quinn,U.S. House,3,Democrat,Adams,"Dist. 2, Beau Pre",238,
Roger I. Gerrard,U.S. House,3,Veterans,Adams,"Dist. 2, Beau Pre",18,
Lajena Sheets,U.S. House,3,Reform,Adams,"Dist. 2, Beau Pre",3,
Hillary Clinton,President,,Democrat,Adams,"Dist. 2, Duncan Park",338,
Donald J. Trump,President,,Republican,Adams,"Dist. 2, Duncan Park",461,
Darrell Castle,President,,Constitution,Adams,"Dist. 2, Duncan Park",2,
Rocky' Roque De La Fuente,President,,American Delta,Adams,"Dist. 2, Duncan Park",0,
Jim Hedges,President,,Prohibition,Adams,"Dist. 2, Duncan Park",0,
Gary Johnson,President,,Libertarian,Adams,"Dist. 2, Duncan Park",21,
Jill Stein,President,,Green,Adams,"Dist. 2, Duncan Park",3,
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 2, Duncan Park",490,
Dennis C. Quinn,U.S. House,3,Democrat,Adams,"Dist. 2, Duncan Park",270,
Roger I. Gerrard,U.S. House,3,Veterans,Adams,"Dist. 2, Duncan Park",26,
Lajena Sheets,U.S. House,3,Reform,Adams,"Dist. 2, Duncan Park",8,
Hillary Clinton,President,,Democrat,Adams,"Dist. 2,  Kingston",99,
Donald J. Trump,President,,Republican,Adams,"Dist. 2,  Kingston",548,
Darrell Castle,President,,Constitution,Adams,"Dist. 2,  Kingston",3,
Rocky' Roque De La Fuente,President,,American Delta,Adams,"Dist. 2,  Kingston",0,
Jim Hedges,President,,Prohibition,Adams,"Dist. 2,  Kingston",0,
Gary Johnson,President,,Libertarian,Adams,"Dist. 2,  Kingston",5,
Jill Stein,President,,Green,Adams,"Dist. 2,  Kingston",1,
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 2,  Kingston",502,
Dennis C. Quinn,U.S. House,3,Democrat,Adams,"Dist. 2,  Kingston",83,
Roger I. Gerrard,U.S. House,3,Veterans,Adams,"Dist. 2,  Kingston",43,
Lajena Sheets,U.S. House,3,Reform,Adams,"Dist. 2,  Kingston",2,
Hillary Clinton,President,,Democrat,Adams,"Dist. 2, Liberty Park",161,
Donald J. Trump,President,,Republican,Adams,"Dist. 2, Liberty Park",572,
Darrell Castle,President,,Constitution,Adams,"Dist. 2, Liberty Park",1,
Rocky' Roque De La Fuente,President,,American Delta,Adams,"Dist. 2, Liberty Park",1,
Jim Hedges,President,,Prohibition,Adams,"Dist. 2, Liberty Park",1,
Gary Johnson,President,,Libertarian,Adams,"Dist. 2, Liberty Park",6,
Jill Stein,President,,Green,Adams,"Dist. 2, Liberty Park",1,
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 2, Liberty Park",573,
Dennis C. Quinn,U.S. House,3,Democrat,Adams,"Dist. 2, Liberty Park",119,
Roger I. Gerrard,U.S. House,3,Veterans,Adams,"Dist. 2, Liberty Park",22,
Lajena Sheets,U.S. House,3,Reform,Adams,"Dist. 2, Liberty Park",3,
Hillary Clinton,President,,Democrat,Adams,"Dist. 3, Concord",523,
Donald J. Trump,President,,Republican,Adams,"Dist. 3, Concord",29,
Darrell Castle,President,,Constitution,Adams,"Dist. 3, Concord",1,
Rocky' Roque De La Fuente,President,,American Delta,Adams,"Dist. 3, Concord",0,
Jim Hedges,President,,Prohibition,Adams,"Dist. 3, Concord",0,
Gary Johnson,President,,Libertarian,Adams,"Dist. 3, Concord",4,
Jill Stein,President,,Green,Adams,"Dist. 3, Concord",2,
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 3, Concord",70,
Dennis C. Quinn,U.S. House,3,Democrat,Adams,"Dist. 3, Concord",403,
Roger I. Gerrard,U.S. House,3,Veterans,Adams,"Dist. 3, Concord",9,
Lajena Sheets,U.S. House,3,Reform,Adams,"Dist. 3, Concord",8,
Hillary Clinton,President,,Democrat,Adams,"Dist. 3, Maryland Hgts",504,
Donald J. Trump,President,,Republican,Adams,"Dist. 3, Maryland Hgts",26,
Darrell Castle,President,,Constitution,Adams,"Dist. 3, Maryland Hgts",2,
Rocky' Roque De La Fuente,President,,American Delta,Adams,"Dist. 3, Maryland Hgts",0,
Jim Hedges,President,,Prohibition,Adams,"Dist. 3, Maryland Hgts",1,
Gary Johnson,President,,Libertarian,Adams,"Dist. 3, Maryland Hgts",1,
Jill Stein,President,,Green,Adams,"Dist. 3, Maryland Hgts",1,
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 3, Maryland Hgts",58,
Dennis C. Quinn,U.S. House,3,Democrat,Adams,"Dist. 3, Maryland Hgts",400,
Roger I. Gerrard,U.S. House,3,Veterans,Adams,"Dist. 3, Maryland Hgts",8,
Lajena Sheets,U.S. House,3,Reform,Adams,"Dist. 3, Maryland Hgts",7,
Hillary Clinton,President,,Democrat,Adams,"Dist. 3, Nps Multi Purpose Bldg.",251,
Donald J. Trump,President,,Republican,Adams,"Dist. 3, Nps Multi Purpose Bldg.",160,
Darrell Castle,President,,Constitution,Adams,"Dist. 3, Nps Multi Purpose Bldg.",0,
Rocky' Roque De La Fuente,President,,American Delta,Adams,"Dist. 3, Nps Multi Purpose Bldg.",0,
Jim Hedges,President,,Prohibition,Adams,"Dist. 3, Nps Multi Purpose Bldg.",0,
Gary Johnson,President,,Libertarian,Adams,"Dist. 3, Nps Multi Purpose Bldg.",5,
Jill Stein,President,,Green,Adams,"Dist. 3, Nps Multi Purpose Bldg.",0,
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 3, Nps Multi Purpose Bldg.",177,
Dennis C. Quinn,U.S. House,3,Democrat,Adams,"Dist. 3, Nps Multi Purpose Bldg.",185,
Roger I. Gerrard,U.S. House,3,Veterans,Adams,"Dist. 3, Nps Multi Purpose Bldg.",13,
Lajena Sheets,U.S. House,3,Reform,Adams,"Dist. 3, Nps Multi Purpose Bldg.",3,
Hillary Clinton,President,,Democrat,Adams,"Dist. 3, Palestine",479,
Donald J. Trump,President,,Republican,Adams,"Dist. 3, Palestine",382,
Darrell Castle,President,,Constitution,Adams,"Dist. 3, Palestine",1,
Rocky' Roque De La Fuente,President,,American Delta,Adams,"Dist. 3, Palestine",0,
Jim Hedges,President,,Prohibition,Adams,"Dist. 3, Palestine",1,
Gary Johnson,President,,Libertarian,Adams,"Dist. 3, Palestine",3,
Jill Stein,President,,Green,Adams,"Dist. 3, Palestine",1,
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 3, Palestine",359,
