page,candidate,office,district,party,county,precinct,votes,winner
2,Phil Bryant,Governor,,R,Alcorn,2nd District Central Precinct,139,
2,Mitch Young,Governor,,R,Alcorn,2nd District Central Precinct,13,
2,Phil Bryant,Governor,,R,Alcorn,Bethel,5,
2,Mitch Young,Governor,,R,Alcorn,Bethel,0,
2,Phil Bryant,Governor,,R,Alcorn,Biggersville,55,
2,Mitch Young,Governor,,R,Alcorn,Biggersville,1,
2,Phil Bryant,Governor,,R,Alcorn,College Hill,57,
2,Mitch Young,Governor,,R,Alcorn,College Hill,3,
2,Phil Bryant,Governor,,R,Alcorn,East Corinth,114,
2,Mitch Young,Governor,,R,Alcorn,East Corinth,9,
2,Phil Bryant,Governor,,R,Alcorn,Five Points 1st District,136,
2,Mitch Young,Governor,,R,Alcorn,Five Points 1st District,6,
2,Phil Bryant,Governor,,R,Alcorn,Glen,57,
2,Mitch Young,Governor,,R,Alcorn,Glen,6,
2,Phil Bryant,Governor,,R,Alcorn,Jacinto,24,
2,Mitch Young,Governor,,R,Alcorn,Jacinto,1,
2,Phil Bryant,Governor,,R,Alcorn,Kossuth,99,
2,Mitch Young,Governor,,R,Alcorn,Kossuth,9,
2,Phil Bryant,Governor,,R,Alcorn,North Corinth,88,
2,Mitch Young,Governor,,R,Alcorn,North Corinth,11,
2,Phil Bryant,Governor,,R,Alcorn,Pinecrest,69,
2,Mitch Young,Governor,,R,Alcorn,Pinecrest,12,
3,Phil Bryant,Governor,,R,Alcorn,Rienzi,68,
3,Mitch Young,Governor,,R,Alcorn,Rienzi,7,
3,Phil Bryant,Governor,,R,Alcorn,Shady Grove,70,
3,Mitch Young,Governor,,R,Alcorn,Shady Grove,7,
3,Phil Bryant,Governor,,R,Alcorn,South Corinth,74,
3,Mitch Young,Governor,,R,Alcorn,South Corinth,16,
3,Phil Bryant,Governor,,R,Alcorn,Union Center,26,
3,Mitch Young,Governor,,R,Alcorn,Union Center,5,
3,Phil Bryant,Governor,,R,Alcorn,Wenasoga,42,
3,Mitch Young,Governor,,R,Alcorn,Wenasoga,1,
3,Phil Bryant,Governor,,R,Alcorn,West Corinth,64,
3,Mitch Young,Governor,,R,Alcorn,West Corinth,2,
3,Phil Bryant,Governor,,R,Alcorn,TOTAL,1187,
3,Mitch Young,Governor,,R,Alcorn,TOTAL,109,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,2nd District Central Precinct,24,
2,Tate Reeves,Lieutenant Governor,,R,Alcorn,2nd District Central Precinct,117,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,Bethel,0,
2,Tate Reeves,Lieutenant Governor,,R,Alcorn,Bethel,5,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,Biggersville,10,
2,Tate Reeves,Lieutenant Governor,,R,Alcorn,Biggersville,45,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,College Hill,12,
2,Tate Reeves,Lieutenant Governor,,R,Alcorn,College Hill,48,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,East Corinth,19,
2,Tate Reeves,Lieutenant Governor,,R,Alcorn,East Corinth,100,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,Five Points 1st District,20,
2,Tate Reeves,Lieutenant Governor,,R,Alcorn,Five Points 1st District,115,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,Glen,12,
2,Tate Reeves,Lieutenant Governor,,R,Alcorn,Glen,48,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,Jacinto,2,
2,Tate Reeves,Lieutenant Governor,,R,Alcorn,Jacinto,23,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,Kossuth,22,
2,Tate Reeves,Lieutenant Governor,,R,Alcorn,Kossuth,82,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,North Corinth,17,
2,Tate Reeves,Lieutenant Governor,,R,Alcorn,North Corinth,78,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,Pinecrest,14,
2,Tate Reeves,Lieutenant Governor,,R,Alcorn,Pinecrest,67,
3,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,Rienzi,20,
3,Tate Reeves,Lieutenant Governor,,R,Alcorn,Rienzi,53,
3,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,Shady Grove,15,
3,Tate Reeves,Lieutenant Governor,,R,Alcorn,Shady Grove,61,
3,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,South Corinth,30,
3,Tate Reeves,Lieutenant Governor,,R,Alcorn,South Corinth,58,
3,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,Union Center,6,
3,Tate Reeves,Lieutenant Governor,,R,Alcorn,Union Center,24,
3,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,Wenasoga,3,
3,Tate Reeves,Lieutenant Governor,,R,Alcorn,Wenasoga,38,
3,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,West Corinth,11,
3,Tate Reeves,Lieutenant Governor,,R,Alcorn,West Corinth,53,
3,Alisha Nelson McElhenney,Lieutenant Governor,,R,Alcorn,TOTAL,237,
3,Tate Reeves,Lieutenant Governor,,R,Alcorn,TOTAL,1015,
2,Delbert Hosemann,Secretary of State,,R,Alcorn,2nd District Central Precinct,139,
2,Delbert Hosemann,Secretary of State,,R,Alcorn,Bethel,5,
2,Delbert Hosemann,Secretary of State,,R,Alcorn,Biggersville,52,
2,Delbert Hosemann,Secretary of State,,R,Alcorn,College Hill,55,
2,Delbert Hosemann,Secretary of State,,R,Alcorn,East Corinth,115,
2,Delbert Hosemann,Secretary of State,,R,Alcorn,Five Points 1st District,130,
2,Delbert Hosemann,Secretary of State,,R,Alcorn,Glen,58,
2,Delbert Hosemann,Secretary of State,,R,Alcorn,Jacinto,23,
2,Delbert Hosemann,Secretary of State,,R,Alcorn,Kossuth,94,
2,Delbert Hosemann,Secretary of State,,R,Alcorn,North Corinth,92,
2,Delbert Hosemann,Secretary of State,,R,Alcorn,Pinecrest,75,
3,Delbert Hosemann,Secretary of State,,R,Alcorn,Rienzi,70,
3,Delbert Hosemann,Secretary of State,,R,Alcorn,Shady Grove,72,
3,Delbert Hosemann,Secretary of State,,R,Alcorn,South Corinth,81,
3,Delbert Hosemann,Secretary of State,,R,Alcorn,Union Center,29,
3,Delbert Hosemann,Secretary of State,,R,Alcorn,Wenasoga,39,
3,Delbert Hosemann,Secretary of State,,R,Alcorn,West Corinth,61,
3,Delbert Hosemann,Secretary of State,,R,Alcorn,TOTAL,1190,
2,Mike Hurst,Attorney General,,R,Alcorn,2nd District Central Precinct,138,
2,Mike Hurst,Attorney General,,R,Alcorn,Bethel,5,
2,Mike Hurst,Attorney General,,R,Alcorn,Biggersville,51,
2,Mike Hurst,Attorney General,,R,Alcorn,College Hill,53,
2,Mike Hurst,Attorney General,,R,Alcorn,East Corinth,113,
2,Mike Hurst,Attorney General,,R,Alcorn,Five Points 1st District,127,
2,Mike Hurst,Attorney General,,R,Alcorn,Glen,58,
2,Mike Hurst,Attorney General,,R,Alcorn,Jacinto,22,
2,Mike Hurst,Attorney General,,R,Alcorn,Kossuth,94,
2,Mike Hurst,Attorney General,,R,Alcorn,North Corinth,83,
2,Mike Hurst,Attorney General,,R,Alcorn,Pinecrest,75,
3,Mike Hurst,Attorney General,,R,Alcorn,Rienzi,70,
3,Mike Hurst,Attorney General,,R,Alcorn,Shady Grove,70,
3,Mike Hurst,Attorney General,,R,Alcorn,South Corinth,80,
3,Mike Hurst,Attorney General,,R,Alcorn,Union Center,30,
3,Mike Hurst,Attorney General,,R,Alcorn,Wenasoga,37,
3,Mike Hurst,Attorney General,,R,Alcorn,West Corinth,63,
3,Mike Hurst,Attorney General,,R,Alcorn,TOTAL,1169,
2,Mary Hawkins Butler,State Auditor,,R,Alcorn,2nd District Central Precinct,56,
2,Stacey E. Pickering,State Auditor,,R,Alcorn,2nd District Central Precinct,89,
2,Mary Hawkins Butler,State Auditor,,R,Alcorn,Bethel,1,
2,Stacey E. Pickering,State Auditor,,R,Alcorn,Bethel,4,
2,Mary Hawkins Butler,State Auditor,,R,Alcorn,Biggersville,9,
2,Stacey E. Pickering,State Auditor,,R,Alcorn,Biggersville,46,
2,Mary Hawkins Butler,State Auditor,,R,Alcorn,College Hill,15,
2,Stacey E. Pickering,State Auditor,,R,Alcorn,College Hill,42,
2,Mary Hawkins Butler,State Auditor,,R,Alcorn,East Corinth,21,
2,Stacey E. Pickering,State Auditor,,R,Alcorn,East Corinth,92,
2,Mary Hawkins Butler,State Auditor,,R,Alcorn,Five Points 1st District,33,
2,Stacey E. Pickering,State Auditor,,R,Alcorn,Five Points 1st District,97,
2,Mary Hawkins Butler,State Auditor,,R,Alcorn,Glen,15,
2,Stacey E. Pickering,State Auditor,,R,Alcorn,Glen,43,
2,Mary Hawkins Butler,State Auditor,,R,Alcorn,Jacinto,5,
2,Stacey E. Pickering,State Auditor,,R,Alcorn,Jacinto,20,
2,Mary Hawkins Butler,State Auditor,,R,Alcorn,Kossuth,35,
2,Stacey E. Pickering,State Auditor,,R,Alcorn,Kossuth,69,
2,Mary Hawkins Butler,State Auditor,,R,Alcorn,North Corinth,35,
2,Stacey E. Pickering,State Auditor,,R,Alcorn,North Corinth,61,
2,Mary Hawkins Butler,State Auditor,,R,Alcorn,Pinecrest,21,
2,Stacey E. Pickering,State Auditor,,R,Alcorn,Pinecrest,58,
3,Mary Hawkins Butler,State Auditor,,R,Alcorn,Rienzi,27,
3,Stacey E. Pickering,State Auditor,,R,Alcorn,Rienzi,45,
3,Mary Hawkins Butler,State Auditor,,R,Alcorn,Shady Grove,19,
