candidate,office,district,party,county,precinct,votes,winner
Phil Bryant,Governor,,Republican,Stone,Bond,78,
Robert Gray,Governor,,Democrat,Stone,Bond,2,
Shawn O'Hara,Governor,,Reform,Stone,Bond,4,
Tim Johnson,Lieutenant Governor,,Democrat,Stone,Bond,3,
Tate Reeves,Lieutenant Governor,,Republican,Stone,Bond,75,
Ron Williams,Lieutenant Governor,,Libertarian,Stone,Bond,2,
Rosa B.Williams,Lieutenant Governor,,Reform,Stone,Bond,1,
Charles E. Graham,Secretary of State,,Democrat,Stone,Bond,6,
Delbert Hoseman,Secretary of State,,Republican,Stone,Bond,67,
Randy Walker,Secretary of State,,Reform,Stone,Bond,7,
Jim Hood,Attorney General,,Democrat,Stone,Bond,31,
Mike Hurst,Attorney General,,Republican,Stone,Bond,49,
Stacey E. Pickering,State Auditor,,Republican,Stone,Bond,76,
"Jocelyn ""Joce"" Pepper Pritchett",State Auditor,,Democrat,Stone,Bond,3,
Lajena Walley,State Auditor,,Reform,Stone,Bond,1,
Lynn Fitch,State Treasurer,,Republican,Stone,Bond,74,
Viola V. McFarland,State Treasurer,,Reform,Stone,Bond,6,
Addie Lee Green,Commissioner of Agriculture & Commerce,,Democrat,Stone,Bond,3,
Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,Republican,Stone,Bond,71,
Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Stone,Bond,4,
Mike Chaney,Commissioner of Insurance,,Republican,Stone,Bond,76,
Tom Blanton,Public Service Commissioner,Southern,Democrat,Stone,Bond,7,
"Samuel F. ""Sam"" Britton",Public Service Commissioner,Southern,Republican,Stone,Bond,67,
Lonny Kenneth Spence,Public Service Commissioner,Southern,Reform,Stone,Bond,4,
Tom King,Transportation Commissioner,Southern,Republican,Stone,Bond,73,
Chad Toney,Transportation Commissioner,Southern,Democrat,Stone,Bond,4,
Sheranda Atkinson,Transportation Commissioner,Southern,Reform,Stone,Bond,2,
Joel Smith,District Attorney,2,Republican,Stone,Bond,73,
"Jimmy L. ""Bo"" Alawine",State Senate,47,Democrat,Stone,Bond,6,
"Joseph M. ""Mike"" Seymour",State Senate,47,Republican,Stone,Bond,71,
Austin Howell,State House,107,Democrat,Stone,Bond,9,
Doug McLeod,State House,107,Republican,Stone,Bond,68,
Phil Bryant,Governor,,Republican,Stone,Ten Mile,211,
Robert Gray,Governor,,Democrat,Stone,Ten Mile,6,
Shawn O'Hara,Governor,,Reform,Stone,Ten Mile,3,
Tim Johnson,Lieutenant Governor,,Democrat,Stone,Ten Mile,13,
Tate Reeves,Lieutenant Governor,,Republican,Stone,Ten Mile,194,
Ron Williams,Lieutenant Governor,,Libertarian,Stone,Ten Mile,5,
Rosa B.Williams,Lieutenant Governor,,Reform,Stone,Ten Mile,3,
Charles E. Graham,Secretary of State,,Democrat,Stone,Ten Mile,16,
Delbert Hoseman,Secretary of State,,Republican,Stone,Ten Mile,187,
Randy Walker,Secretary of State,,Reform,Stone,Ten Mile,9,
Jim Hood,Attorney General,,Democrat,Stone,Ten Mile,64,
Mike Hurst,Attorney General,,Republican,Stone,Ten Mile,152,
Stacey E. Pickering,State Auditor,,Republican,Stone,Ten Mile,195,
"Jocelyn ""Joce"" Pepper Pritchett",State Auditor,,Democrat,Stone,Ten Mile,15,
Lajena Walley,State Auditor,,Reform,Stone,Ten Mile,2,
Lynn Fitch,State Treasurer,,Republican,Stone,Ten Mile,199,
Viola V. McFarland,State Treasurer,,Reform,Stone,Ten Mile,6,
Addie Lee Green,Commissioner of Agriculture & Commerce,,Democrat,Stone,Ten Mile,15,
Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,Republican,Stone,Ten Mile,190,
Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Stone,Ten Mile,5,
Mike Chaney,Commissioner of Insurance,,Republican,Stone,Ten Mile,205,
Tom Blanton,Public Service Commissioner,Southern,Democrat,Stone,Ten Mile,35,
"Samuel F. ""Sam"" Britton",Public Service Commissioner,Southern,Republican,Stone,Ten Mile,168,
Lonny Kenneth Spence,Public Service Commissioner,Southern,Reform,Stone,Ten Mile,4,
Tom King,Transportation Commissioner,Southern,Republican,Stone,Ten Mile,189,
Chad Toney,Transportation Commissioner,Southern,Democrat,Stone,Ten Mile,14,
Sheranda Atkinson,Transportation Commissioner,Southern,Reform,Stone,Ten Mile,5,
Joel Smith,District Attorney,2,Republican,Stone,Ten Mile,197,
"Jimmy L. ""Bo"" Alawine",State Senate,47,Democrat,Stone,Ten Mile,22,
"Joseph M. ""Mike"" Seymour",State Senate,47,Republican,Stone,Ten Mile,185,
Austin Howell,State House,107,Democrat,Stone,Ten Mile,25,
Doug McLeod,State House,107,Republican,Stone,Ten Mile,187,
Phil Bryant,Governor,,Republican,Stone,Old Hospital,314,
Robert Gray,Governor,,Democrat,Stone,Old Hospital,50,
Shawn O'Hara,Governor,,Reform,Stone,Old Hospital,11,
Tim Johnson,Lieutenant Governor,,Democrat,Stone,Old Hospital,57,
Tate Reeves,Lieutenant Governor,,Republican,Stone,Old Hospital,295,
Ron Williams,Lieutenant Governor,,Libertarian,Stone,Old Hospital,21,
Rosa B.Williams,Lieutenant Governor,,Reform,Stone,Old Hospital,1,
Charles E. Graham,Secretary of State,,Democrat,Stone,Old Hospital,50,
Delbert Hoseman,Secretary of State,,Republican,Stone,Old Hospital,303,
Randy Walker,Secretary of State,,Reform,Stone,Old Hospital,17,
Jim Hood,Attorney General,,Democrat,Stone,Old Hospital,158,
Mike Hurst,Attorney General,,Republican,Stone,Old Hospital,213,
