candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Stone,American Legion,21,
William Bond Compton Jr.,U.S. Senate,,Democrat,Stone,American Legion,14,
Bill Marcy,U.S. Senate,,Democrat,Stone,American Legion,2,
Jonathan Rawl,U.S. Senate,,Democrat,Stone,American Legion,2,
Trish Causey,U.S. House,4,Democrat,Stone,American Legion,12,
Matt Moore,U.S. House,4,Democrat,Stone,American Legion,28,
Travis W. Childers,U.S. Senate,,Democrat,Stone,Big Level,4,
William Bond Compton Jr.,U.S. Senate,,Democrat,Stone,Big Level,5,
Bill Marcy,U.S. Senate,,Democrat,Stone,Big Level,0,
Jonathan Rawl,U.S. Senate,,Democrat,Stone,Big Level,1,
Trish Causey,U.S. House,4,Democrat,Stone,Big Level,1,
Matt Moore,U.S. House,4,Democrat,Stone,Big Level,10,
Travis W. Childers,U.S. Senate,,Democrat,Stone,Bond,0,
William Bond Compton Jr.,U.S. Senate,,Democrat,Stone,Bond,0,
Bill Marcy,U.S. Senate,,Democrat,Stone,Bond,0,
Jonathan Rawl,U.S. Senate,,Democrat,Stone,Bond,0,
Trish Causey,U.S. House,4,Democrat,Stone,Bond,0,
Matt Moore,U.S. House,4,Democrat,Stone,Bond,0,
Travis W. Childers,U.S. Senate,,Democrat,Stone,Courthouse,4,
William Bond Compton Jr.,U.S. Senate,,Democrat,Stone,Courthouse,2,
Bill Marcy,U.S. Senate,,Democrat,Stone,Courthouse,0,
Jonathan Rawl,U.S. Senate,,Democrat,Stone,Courthouse,0,
Trish Causey,U.S. House,4,Democrat,Stone,Courthouse,3,
Matt Moore,U.S. House,4,Democrat,Stone,Courthouse,3,
Travis W. Childers,U.S. Senate,,Democrat,Stone,Elarbee,6,
William Bond Compton Jr.,U.S. Senate,,Democrat,Stone,Elarbee,1,
Bill Marcy,U.S. Senate,,Democrat,Stone,Elarbee,1,
Jonathan Rawl,U.S. Senate,,Democrat,Stone,Elarbee,0,
Trish Causey,U.S. House,4,Democrat,Stone,Elarbee,4,
Matt Moore,U.S. House,4,Democrat,Stone,Elarbee,4,
Travis W. Childers,U.S. Senate,,Democrat,Stone,Flint Creek,10,
William Bond Compton Jr.,U.S. Senate,,Democrat,Stone,Flint Creek,12,
Bill Marcy,U.S. Senate,,Democrat,Stone,Flint Creek,2,
Jonathan Rawl,U.S. Senate,,Democrat,Stone,Flint Creek,2,
Trish Causey,U.S. House,4,Democrat,Stone,Flint Creek,13,
