candidate,office,district,party,county,precinct,votes,winner
William Bond Compton Jr.,Governor,,Democratic,Alcorn,Bethel,16,
Johnny L. DuPree,Governor,,Democratic,Alcorn,Bethel,16,
Bill Luckett,Governor,,Democratic,Alcorn,Bethel,47,
Guy Dale Shaw,Governor,,Democratic,Alcorn,Bethel,10,
Jim Hood,Attorney General,,Democratic,Alcorn,Bethel,80,
Connie Moran,State Treasurer,,Democratic,Alcorn,Bethel,75,
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Alcorn,Bethel,76,
Louis Fondren,Commissioner of Insurance,,Democratic,Alcorn,Bethel,71,
William Bond Compton Jr.,Governor,,Democratic,Alcorn,Biggersville,57,
Johnny L. DuPree,Governor,,Democratic,Alcorn,Biggersville,85,
Bill Luckett,Governor,,Democratic,Alcorn,Biggersville,267,
Guy Dale Shaw,Governor,,Democratic,Alcorn,Biggersville,44,
Jim Hood,Attorney General,,Democratic,Alcorn,Biggersville,446,
Connie Moran,State Treasurer,,Democratic,Alcorn,Biggersville,411,
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Alcorn,Biggersville,412,
Louis Fondren,Commissioner of Insurance,,Democratic,Alcorn,Biggersville,400,
William Bond Compton Jr.,Governor,,Democratic,Alcorn,2nd District Central,113,
Johnny L. DuPree,Governor,,Democratic,Alcorn,2nd District Central,146,
Bill Luckett,Governor,,Democratic,Alcorn,2nd District Central,469,
Guy Dale Shaw,Governor,,Democratic,Alcorn,2nd District Central,100,
Jim Hood,Attorney General,,Democratic,Alcorn,2nd District Central,818,
Connie Moran,State Treasurer,,Democratic,Alcorn,2nd District Central,734,
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Alcorn,2nd District Central,742,
Louis Fondren,Commissioner of Insurance,,Democratic,Alcorn,2nd District Central,732,
William Bond Compton Jr.,Governor,,Democratic,Alcorn,College Hill,77,
Johnny L. DuPree,Governor,,Democratic,Alcorn,College Hill,163,
Bill Luckett,Governor,,Democratic,Alcorn,College Hill,489,
Guy Dale Shaw,Governor,,Democratic,Alcorn,College Hill,52,
Jim Hood,Attorney General,,Democratic,Alcorn,College Hill,751,
Connie Moran,State Treasurer,,Democratic,Alcorn,College Hill,684,
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Alcorn,College Hill,693,
Louis Fondren,Commissioner of Insurance,,Democratic,Alcorn,College Hill,675,
William Bond Compton Jr.,Governor,,Democratic,Alcorn,East Third Street,15,
