county,precinct,office,district,candidate,party,votes,winner
George,Rocky Creek,Governor,,Phil Bryant,R,678,
George,Rocky Creek,Governor,,Johnny L. DuPree,D,126,
George,Multi Mart,Governor,,Phil Bryant,R,173,
George,Multi Mart,Governor,,Johnny L. DuPree,D,35,
George,Ward,Governor,,Phil Bryant,R,178,
George,Ward,Governor,,Johnny L. DuPree,D,21,
George,Shipman,Governor,,Phil Bryant,R,147,
George,Shipman,Governor,,Johnny L. DuPree,D,33,
George,Courthouse,Governor,,Phil Bryant,R,159,
George,Courthouse,Governor,,Johnny L. DuPree,D,40,
George,Pine Level,Governor,,Phil Bryant,R,198,
George,Pine Level,Governor,,Johnny L. DuPree,D,37,
George,Agricola,Governor,,Phil Bryant,R,490,
George,Agricola,Governor,,Johnny L. DuPree,D,73,
George,Howell,Governor,,Phil Bryant,R,174,
George,Howell,Governor,,Johnny L. DuPree,D,23,
George,Movella,Governor,,Phil Bryant,R,157,
George,Movella,Governor,,Johnny L. DuPree,D,25,
George,Multi-Purpose,Governor,,Phil Bryant,R,182,
George,Multi-Purpose,Governor,,Johnny L. DuPree,D,47,
George,Basin,Governor,,Phil Bryant,R,427,
George,Basin,Governor,,Johnny L. DuPree,D,154,
George,Davis,Governor,,Phil Bryant,R,205,
George,Davis,Governor,,Johnny L. DuPree,D,40,
George,Barton,Governor,,Phil Bryant,R,325,
George,Barton,Governor,,Johnny L. DuPree,D,69,
George,City Hall,Governor,,Phil Bryant,R,301,
George,City Hall,Governor,,Johnny L. DuPree,D,79,
George,Shady Grove,Governor,,Phil Bryant,R,431,
George,Shady Grove,Governor,,Johnny L. DuPree,D,93,
George,Bexley,Governor,,Phil Bryant,R,258,
George,Bexley,Governor,,Johnny L. DuPree,D,90,
George,Salem,Governor,,Phil Bryant,R,51,
George,Salem,Governor,,Johnny L. DuPree,D,19,
George,Middle School,Governor,,Phil Bryant,R,192,
George,Middle School,Governor,,Johnny L. DuPree,D,171,
George,Central,Governor,,Phil Bryant,R,103,
George,Central,Governor,,Johnny L. DuPree,D,8,
George,Benndale,Governor,,Phil Bryant,R,264,
George,Benndale,Governor,,Johnny L. DuPree,D,112,
George,Broome,Governor,,Phil Bryant,R,106,
George,Broome,Governor,,Johnny L. DuPree,D,18,
George,Twin Creek,Governor,,Phil Bryant,R,161,
George,Twin Creek,Governor,,Johnny L. DuPree,D,28,
George,Rocky Creek,Lieutenant Governor,,Tate Reeves,R,725,
George,Rocky Creek,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,50,
George,Multi Mart,Lieutenant Governor,,Tate Reeves,R,183,
George,Multi Mart,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,19,
George,Ward,Lieutenant Governor,,Tate Reeves,R,183,
George,Ward,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,12,
George,Shipman,Lieutenant Governor,,Tate Reeves,R,160,
George,Shipman,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,18,
George,Courthouse,Lieutenant Governor,,Tate Reeves,R,176,
George,Courthouse,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,22,
George,Pine Level,Lieutenant Governor,,Tate Reeves,R,211,
George,Pine Level,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,15,
George,Agricola,Lieutenant Governor,,Tate Reeves,R,510,
George,Agricola,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,33,
George,Howell,Lieutenant Governor,,Tate Reeves,R,177,
George,Howell,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,10,
George,Movella,Lieutenant Governor,,Tate Reeves,R,163,
George,Movella,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,13,
George,Multi-Purpose,Lieutenant Governor,,Tate Reeves,R,192,
George,Multi-Purpose,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,21,
George,Basin,Lieutenant Governor,,Tate Reeves,R,460,
George,Basin,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,67,
George,Davis,Lieutenant Governor,,Tate Reeves,R,218,
George,Davis,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,20,
George,Barton,Lieutenant Governor,,Tate Reeves,R,349,
George,Barton,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,31,
George,City Hall,Lieutenant Governor,,Tate Reeves,R,316,
George,City Hall,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,43,
George,Shady Grove,Lieutenant Governor,,Tate Reeves,R,471,
George,Shady Grove,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,34,
George,Bexley,Lieutenant Governor,,Tate Reeves,R,303,
George,Bexley,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,37,
George,Salem,Lieutenant Governor,,Tate Reeves,R,59,
