candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Pike,(01) Progress Library,477,
Mitt Romney,President,,Republican,Pike,(01) Progress Library,335,
Virgil Goode,President,,Constitution,Pike,(01) Progress Library,1,
Gary Johnson,President,,Libertarian,Pike,(01) Progress Library,2,
Jill Stein,President,,Green,Pike,(01) Progress Library,1,
Barbara Dale Washer,President,,Reform,Pike,(01) Progress Library,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Pike,(01) Progress Library,425,
Roger F. Wicker,U.S. Senate,,Republican,Pike,(01) Progress Library,344,
Thomas Cramer,U.S. Senate,,Constitution,Pike,(01) Progress Library,8,
Shawn O'Hara,U.S. Senate,,Reform,Pike,(01) Progress Library,10,
Gregg Harper,U.S. House,3,Republican,Pike,(01) Progress Library,435,
"John ""Luke"" Pannell",U.S. House,3,Reform,Pike,(01) Progress Library,215,
Barack Obama,President,,Democrat,Pike,(02) Leggett Community,505,
Mitt Romney,President,,Republican,Pike,(02) Leggett Community,171,
Virgil Goode,President,,Constitution,Pike,(02) Leggett Community,2,
Gary Johnson,President,,Libertarian,Pike,(02) Leggett Community,2,
Jill Stein,President,,Green,Pike,(02) Leggett Community,2,
Barbara Dale Washer,President,,Reform,Pike,(02) Leggett Community,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Pike,(02) Leggett Community,456,
Roger F. Wicker,U.S. Senate,,Republican,Pike,(02) Leggett Community,190,
Thomas Cramer,U.S. Senate,,Constitution,Pike,(02) Leggett Community,9,
Shawn O'Hara,U.S. Senate,,Reform,Pike,(02) Leggett Community,5,
Gregg Harper,U.S. House,3,Republican,Pike,(02) Leggett Community,294,
"John ""Luke"" Pannell",U.S. House,3,Reform,Pike,(02) Leggett Community,227,
Barack Obama,President,,Democrat,Pike,(03) Pike Baptist Assoc. Bldg.,378,
Mitt Romney,President,,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,494,
Virgil Goode,President,,Constitution,Pike,(03) Pike Baptist Assoc. Bldg.,2,
Gary Johnson,President,,Libertarian,Pike,(03) Pike Baptist Assoc. Bldg.,5,
Jill Stein,President,,Green,Pike,(03) Pike Baptist Assoc. Bldg.,3,
Barbara Dale Washer,President,,Reform,Pike,(03) Pike Baptist Assoc. Bldg.,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Pike,(03) Pike Baptist Assoc. Bldg.,349,
Roger F. Wicker,U.S. Senate,,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,508,
Thomas Cramer,U.S. Senate,,Constitution,Pike,(03) Pike Baptist Assoc. Bldg.,9,
Shawn O'Hara,U.S. Senate,,Reform,Pike,(03) Pike Baptist Assoc. Bldg.,9,
Gregg Harper,U.S. House,3,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,576,
"John ""Luke"" Pannell",U.S. House,3,Reform,Pike,(03) Pike Baptist Assoc. Bldg.,186,
Barack Obama,President,,Democrat,Pike,(04) Mepa Bldg. Hwy 98 East,159,
Mitt Romney,President,,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,267,
Virgil Goode,President,,Constitution,Pike,(04) Mepa Bldg. Hwy 98 East,0,
Gary Johnson,President,,Libertarian,Pike,(04) Mepa Bldg. Hwy 98 East,3,
Jill Stein,President,,Green,Pike,(04) Mepa Bldg. Hwy 98 East,0,
Barbara Dale Washer,President,,Reform,Pike,(04) Mepa Bldg. Hwy 98 East,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Pike,(04) Mepa Bldg. Hwy 98 East,147,
Roger F. Wicker,U.S. Senate,,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,270,
Thomas Cramer,U.S. Senate,,Constitution,Pike,(04) Mepa Bldg. Hwy 98 East,1,
Shawn O'Hara,U.S. Senate,,Reform,Pike,(04) Mepa Bldg. Hwy 98 East,3,
Gregg Harper,U.S. House,3,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,303,
"John ""Luke"" Pannell",U.S. House,3,Reform,Pike,(04) Mepa Bldg. Hwy 98 East,71,
Barack Obama,President,,Democrat,Pike,(05) Pleasant Grove Bapt Church,362,
Mitt Romney,President,,Republican,Pike,(05) Pleasant Grove Bapt Church,44,
Virgil Goode,President,,Constitution,Pike,(05) Pleasant Grove Bapt Church,0,
Gary Johnson,President,,Libertarian,Pike,(05) Pleasant Grove Bapt Church,0,
Jill Stein,President,,Green,Pike,(05) Pleasant Grove Bapt Church,1,
Barbara Dale Washer,President,,Reform,Pike,(05) Pleasant Grove Bapt Church,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Pike,(05) Pleasant Grove Bapt Church,321,
Roger F. Wicker,U.S. Senate,,Republican,Pike,(05) Pleasant Grove Bapt Church,62,
Thomas Cramer,U.S. Senate,,Constitution,Pike,(05) Pleasant Grove Bapt Church,4,
Shawn O'Hara,U.S. Senate,,Reform,Pike,(05) Pleasant Grove Bapt Church,9,
Gregg Harper,U.S. House,3,Republican,Pike,(05) Pleasant Grove Bapt Church,118,
"John ""Luke"" Pannell",U.S. House,3,Reform,Pike,(05) Pleasant Grove Bapt Church,183,
Barack Obama,President,,Democrat,Pike,(06) Jewel Rushing Community Ctr,304,
Mitt Romney,President,,Republican,Pike,(06) Jewel Rushing Community Ctr,99,
Virgil Goode,President,,Constitution,Pike,(06) Jewel Rushing Community Ctr,1,
Gary Johnson,President,,Libertarian,Pike,(06) Jewel Rushing Community Ctr,2,
Jill Stein,President,,Green,Pike,(06) Jewel Rushing Community Ctr,1,
Barbara Dale Washer,President,,Reform,Pike,(06) Jewel Rushing Community Ctr,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Pike,(06) Jewel Rushing Community Ctr,257,
Roger F. Wicker,U.S. Senate,,Republican,Pike,(06) Jewel Rushing Community Ctr,125,
Thomas Cramer,U.S. Senate,,Constitution,Pike,(06) Jewel Rushing Community Ctr,6,
Shawn O'Hara,U.S. Senate,,Reform,Pike,(06) Jewel Rushing Community Ctr,5,
Gregg Harper,U.S. House,3,Republican,Pike,(06) Jewel Rushing Community Ctr,157,
"John ""Luke"" Pannell",U.S. House,3,Reform,Pike,(06) Jewel Rushing Community Ctr,150,
Barack Obama,President,,Democrat,Pike,(07) S. Pike Comm. Ctr.,369,
Mitt Romney,President,,Republican,Pike,(07) S. Pike Comm. Ctr.,7,
Virgil Goode,President,,Constitution,Pike,(07) S. Pike Comm. Ctr.,0,
Gary Johnson,President,,Libertarian,Pike,(07) S. Pike Comm. Ctr.,1,
Jill Stein,President,,Green,Pike,(07) S. Pike Comm. Ctr.,0,
Barbara Dale Washer,President,,Reform,Pike,(07) S. Pike Comm. Ctr.,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Pike,(07) S. Pike Comm. Ctr.,341,
Roger F. Wicker,U.S. Senate,,Republican,Pike,(07) S. Pike Comm. Ctr.,19,
Thomas Cramer,U.S. Senate,,Constitution,Pike,(07) S. Pike Comm. Ctr.,7,
Shawn O'Hara,U.S. Senate,,Reform,Pike,(07) S. Pike Comm. Ctr.,2,
Gregg Harper,U.S. House,3,Republican,Pike,(07) S. Pike Comm. Ctr.,102,
"John ""Luke"" Pannell",U.S. House,3,Reform,Pike,(07) S. Pike Comm. Ctr.,149,
Barack Obama,President,,Democrat,Pike,(08) Alpha Center,505,
Mitt Romney,President,,Republican,Pike,(08) Alpha Center,95,
Virgil Goode,President,,Constitution,Pike,(08) Alpha Center,0,
Gary Johnson,President,,Libertarian,Pike,(08) Alpha Center,1,
Jill Stein,President,,Green,Pike,(08) Alpha Center,0,
Barbara Dale Washer,President,,Reform,Pike,(08) Alpha Center,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Pike,(08) Alpha Center,444,
Roger F. Wicker,U.S. Senate,,Republican,Pike,(08) Alpha Center,115,
Thomas Cramer,U.S. Senate,,Constitution,Pike,(08) Alpha Center,6,
Shawn O'Hara,U.S. Senate,,Reform,Pike,(08) Alpha Center,5,
Gregg Harper,U.S. House,3,Republican,Pike,(08) Alpha Center,176,
"John ""Luke"" Pannell",U.S. House,3,Reform,Pike,(08) Alpha Center,228,
Barack Obama,President,,Democrat,Pike,(09) Fernwood School,428,
Mitt Romney,President,,Republican,Pike,(09) Fernwood School,176,
Virgil Goode,President,,Constitution,Pike,(09) Fernwood School,2,
Gary Johnson,President,,Libertarian,Pike,(09) Fernwood School,2,
Jill Stein,President,,Green,Pike,(09) Fernwood School,0,
Barbara Dale Washer,President,,Reform,Pike,(09) Fernwood School,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Pike,(09) Fernwood School,383,
Roger F. Wicker,U.S. Senate,,Republican,Pike,(09) Fernwood School,195,
Thomas Cramer,U.S. Senate,,Constitution,Pike,(09) Fernwood School,8,
Shawn O'Hara,U.S. Senate,,Reform,Pike,(09) Fernwood School,6,
Gregg Harper,U.S. House,3,Republican,Pike,(09) Fernwood School,278,
"John ""Luke"" Pannell",U.S. House,3,Reform,Pike,(09) Fernwood School,194,
Barack Obama,President,,Democrat,Pike,(10) Magnolia Comm Ctr.,684,
