candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Winston ,American Legion,455
Tate Reeves,Governor,,R,Winston ,American Legion,71
Bob Hickingbottom,Governor,,C,Winston ,American Legion,0
David R Singletary,Governor,,IND,Winston ,American Legion,0
Delbert Hosemann,Lieutenant Governor,,R,Winston ,American Legion,93
Jay Hughes,Lieutenant Governor,,D,Winston ,American Legion,433
Johnny DuPree,Secretary of State,,D,Winston ,American Legion,445
Michael Watson,Secretary of State,,R,Winston ,American Legion,80
Jennifer Riley Collins,Attorney General,,D,Winston ,American Legion,453
Lynn Fitch,Attorney General,,R,Winston ,American Legion,74
Shad White,State Auditor,,R,Winston ,American Legion,212
Addie Lee Green,State Treasurer,,D,Winston ,American Legion,450
David McRae,State Treasurer,,R,Winston ,American Legion,75
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Winston ,American Legion,451
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Winston ,American Legion,75
Jenifer B Branning,State Senate,18,R,Winston ,American Legion,X
Sampson Jackson II,State Senate,32,D,Winston ,American Legion,498
Joey Hood,State House,35,R,Winston ,American Legion,X
Carl L Mickens,State House,42,D,Winston ,American Legion,501
Loyd B 'Rob' Roberson,State House,43,R,Winston ,American Legion,X
Michael Ted Evans,State House,45,D,Winston ,American Legion,X
Jim Hood,Governor,,D,Winston ,County Agent,522
Tate Reeves,Governor,,R,Winston ,County Agent,92
Bob Hickingbottom,Governor,,C,Winston ,County Agent,1
David R Singletary,Governor,,IND,Winston ,County Agent,3
Delbert Hosemann,Lieutenant Governor,,R,Winston ,County Agent,116
Jay Hughes,Lieutenant Governor,,D,Winston ,County Agent,502
Johnny DuPree,Secretary of State,,D,Winston ,County Agent,498
Michael Watson,Secretary of State,,R,Winston ,County Agent,119
Jennifer Riley Collins,Attorney General,,D,Winston ,County Agent,501
Lynn Fitch,Attorney General,,R,Winston ,County Agent,116
Shad White,State Auditor,,R,Winston ,County Agent,302
Addie Lee Green,State Treasurer,,D,Winston ,County Agent,467
David McRae,State Treasurer,,R,Winston ,County Agent,120
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Winston ,County Agent,501
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Winston ,County Agent,116
Jenifer B Branning,State Senate,18,R,Winston ,County Agent,0
Sampson Jackson II,State Senate,32,D,Winston ,County Agent,568
Joey Hood,State House,35,R,Winston ,County Agent,39
Carl L Mickens,State House,42,D,Winston ,County Agent,535
Loyd B 'Rob' Roberson,State House,43,R,Winston ,County Agent,X
Michael Ted Evans,State House,45,D,Winston ,County Agent,X
Jim Hood,Governor,,D,Winston ,East Winston,142
Tate Reeves,Governor,,R,Winston ,East Winston,314
Bob Hickingbottom,Governor,,C,Winston ,East Winston,2
David R Singletary,Governor,,IND,Winston ,East Winston,2
Delbert Hosemann,Lieutenant Governor,,R,Winston ,East Winston,330
Jay Hughes,Lieutenant Governor,,D,Winston ,East Winston,132
Johnny DuPree,Secretary of State,,D,Winston ,East Winston,127
Michael Watson,Secretary of State,,R,Winston ,East Winston,335
Jennifer Riley Collins,Attorney General,,D,Winston ,East Winston,135
Lynn Fitch,Attorney General,,R,Winston ,East Winston,326
Shad White,State Auditor,,R,Winston ,East Winston,367
Addie Lee Green,State Treasurer,,D,Winston ,East Winston,117
David McRae,State Treasurer,,R,Winston ,East Winston,345
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Winston ,East Winston,126
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Winston ,East Winston,336
Jenifer B Branning,State Senate,18,R,Winston ,East Winston,361
Sampson Jackson II,State Senate,32,D,Winston ,East Winston,X
Joey Hood,State House,35,R,Winston ,East Winston,X
Carl L Mickens,State House,42,D,Winston ,East Winston,345
Loyd B 'Rob' Roberson,State House,43,R,Winston ,East Winston,X
Michael Ted Evans,State House,45,D,Winston ,East Winston,X
Jim Hood,Governor,,D,Winston ,Fairground,501
Tate Reeves,Governor,,R,Winston ,Fairground,681
Bob Hickingbottom,Governor,,C,Winston ,Fairground,3
David R Singletary,Governor,,IND,Winston ,Fairground,7
Delbert Hosemann,Lieutenant Governor,,R,Winston ,Fairground,754
Jay Hughes,Lieutenant Governor,,D,Winston ,Fairground,436
Johnny DuPree,Secretary of State,,D,Winston ,Fairground,415
Michael Watson,Secretary of State,,R,Winston ,Fairground,777
Jennifer Riley Collins,Attorney General,,D,Winston ,Fairground,432
Lynn Fitch,Attorney General,,R,Winston ,Fairground,760
Shad White,State Auditor,,R,Winston ,Fairground,918
Addie Lee Green,State Treasurer,,D,Winston ,Fairground,404
David McRae,State Treasurer,,R,Winston ,Fairground,787
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Winston ,Fairground,429
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Winston ,Fairground,760
Jenifer B Branning,State Senate,18,R,Winston ,Fairground,X
Sampson Jackson II,State Senate,32,D,Winston ,Fairground,928
Joey Hood,State House,35,R,Winston ,Fairground,628
Carl L Mickens,State House,42,D,Winston ,Fairground,198
Loyd B 'Rob' Roberson,State House,43,R,Winston ,Fairground,133
Michael Ted Evans,State House,45,D,Winston ,Fairground,X
Jim Hood,Governor,,D,Winston ,Lovorn Tractor,144
Tate Reeves,Governor,,R,Winston ,Lovorn Tractor,151
Bob Hickingbottom,Governor,,C,Winston ,Lovorn Tractor,0
David R Singletary,Governor,,IND,Winston ,Lovorn Tractor,2
Delbert Hosemann,Lieutenant Governor,,R,Winston ,Lovorn Tractor,168
Jay Hughes,Lieutenant Governor,,D,Winston ,Lovorn Tractor,128
Johnny DuPree,Secretary of State,,D,Winston ,Lovorn Tractor,128
Michael Watson,Secretary of State,,R,Winston ,Lovorn Tractor,165
Jennifer Riley Collins,Attorney General,,D,Winston ,Lovorn Tractor,134
Lynn Fitch,Attorney General,,R,Winston ,Lovorn Tractor,162
Shad White,State Auditor,,R,Winston ,Lovorn Tractor,207
Addie Lee Green,State Treasurer,,D,Winston ,Lovorn Tractor,130
David McRae,State Treasurer,,R,Winston ,Lovorn Tractor,164
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Winston ,Lovorn Tractor,129
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Winston ,Lovorn Tractor,165
Jenifer B Branning,State Senate,18,R,Winston ,Lovorn Tractor,207
Sampson Jackson II,State Senate,32,D,Winston ,Lovorn Tractor,X
Joey Hood,State House,35,R,Winston ,Lovorn Tractor,X
Carl L Mickens,State House,42,D,Winston ,Lovorn Tractor,249
Loyd B 'Rob' Roberson,State House,43,R,Winston ,Lovorn Tractor,X
